time	I(Ls1)	I(Ls2)
1.290131978904919e-05	-4.304487e+00	-4.304487e+00
1.291560550333482e-05	-4.346441e+00	-4.346441e+00
1.295989121762027e-05	-4.473182e+00	-4.473182e+00
1.300417693190572e-05	-4.592047e+00	-4.592047e+00
1.304846264619117e-05	-4.703036e+00	-4.703036e+00
1.309274836047662e-05	-4.806149e+00	-4.806149e+00
1.313703407476207e-05	-4.901387e+00	-4.901387e+00
1.318131978904753e-05	-4.988749e+00	-4.988749e+00
1.322560550333298e-05	-5.068235e+00	-5.068235e+00
1.325560550333280e-05	-5.116130e+00	-5.116130e+00
1.326560550333274e-05	-5.131130e+00	-5.131130e+00
1.328560550333262e-05	-5.159656e+00	-5.159656e+00
1.332274836047526e-05	-5.207759e+00	-5.207759e+00
1.335989121761789e-05	-5.248358e+00	-5.248358e+00
1.339703407476053e-05	-5.281452e+00	-5.281452e+00
1.343417693190317e-05	-5.307043e+00	-5.307043e+00
1.347131978904580e-05	-5.325129e+00	-5.325129e+00
1.350846264618844e-05	-5.335711e+00	-5.335711e+00
1.354560550333108e-05	-5.338789e+00	-5.338789e+00
1.360417693190216e-05	-5.327282e+00	-5.327282e+00
1.366274836047324e-05	-5.294597e+00	-5.294597e+00
1.372131978904432e-05	-5.240734e+00	-5.240734e+00
1.377989121761540e-05	-5.165693e+00	-5.165693e+00
1.383846264618648e-05	-5.069474e+00	-5.069474e+00
1.389703407475756e-05	-4.952076e+00	-4.952076e+00
1.395560550332864e-05	-4.813501e+00	-4.813501e+00
1.398417693189990e-05	-4.737791e+00	-4.737791e+00
1.401274836047116e-05	-4.657021e+00	-4.657021e+00
1.404131978904242e-05	-4.571191e+00	-4.571191e+00
1.406989121761368e-05	-4.480301e+00	-4.480301e+00
1.409846264618494e-05	-4.384351e+00	-4.384351e+00
1.412703407475619e-05	-4.283340e+00	-4.283340e+00
1.415560550332745e-05	-4.177270e+00	-4.177270e+00
1.416560550332739e-05	-4.139001e+00	-4.139001e+00
1.417560550332733e-05	-4.100128e+00	-4.100128e+00
